Order_ID,Order_Date,Customer_ID,Product,Category,Region,Payment_Method,Shipping_Type,Quantity,Unit_Price,Discount,Sales,Profit,Rating,Order_Status
ORD100622,2024-03-31,CUST1592,Football,Sports,North,Debit Card,Standard,1,6348.35,0.2,5078.68,829.22,5.0,Delivered
ORD101849,2024-03-31,CUST1350,Bluetooth Speaker,Electronics,Central,Credit Card,Standard,2,44815.78,0.0,89631.55,33833.04,3.6,Delivered
ORD101077,2024-03-31,CUST1120,Wireless Headphones,Electronics,South,Debit Card,Standard,2,5823.52,0.1,10482.33,1530.9,4.4,Delivered
ORD102595,2024-03-31,CUST1386,Storage Organizer,Home & Kitchen,East,UPI,Standard,1,1379.65,0.2,1103.72,334.29,2.2,Delivered
ORD100349,2024-03-31,CUST1135,Mixer Grinder,Home & Kitchen,North,COD,Standard,1,9748.5,0.0,9748.5,3329.67,2.5,Delivered
ORD101595,2024-03-31,CUST1104,T-Shirt,Fashion,West,COD,Standard,1,4580.14,0.1,4122.13,776.76,4.9,Delivered
ORD103270,2024-03-31,CUST1338,Air Fryer,Home & Kitchen,West,Credit Card,Standard,4,1866.16,0.1,6718.17,1310.13,3.8,Delivered
ORD101636,2024-03-31,CUST1276,Power Bank,Electronics,South,Credit Card,Same Day,1,47790.29,0.05,45400.78,13302.06,4.4,Cancelled
ORD100702,2024-04-01,CUST1207,Bluetooth Speaker,Electronics,East,UPI,Standard,1,17836.22,0.15,15160.78,3235.85,4.2,Delivered
ORD102327,2024-04-01,CUST1405,Laptop Stand,Electronics,North,UPI,Standard,1,11229.5,0.2,8983.6,1073.53,3.7,Delivered
ORD100167,2024-04-01,CUST1109,Laptop Stand,Electronics,North,Debit Card,Standard,3,26090.74,0.05,74358.61,21826.18,4.1,Delivered
ORD102296,2024-04-01,CUST1522,Running Shoes,Fashion,North,UPI,Standard,1,6431.02,0.0,6431.02,1935.23,5.0,Delivered
ORD102199,2024-04-01,CUST1226,Bluetooth Speaker,Electronics,East,Credit Card,Express,1,34785.49,0.15,29567.67,8411.19,3.5,Delivered
ORD102939,2024-04-02,CUST1199,T-Shirt,Fashion,West,UPI,Standard,1,594.62,0.0,594.62,246.96,3.4,Delivered
ORD103179,2024-04-02,CUST1313,Air Fryer,Home & Kitchen,West,Net Banking,Express,2,5756.29,0.0,11512.58,4755.55,3.5,Delivered
ORD103048,2024-04-02,CUST1342,Perfume,Beauty,Central,Net Banking,Standard,1,4973.7,0.05,4725.01,736.73,3.8,Delivered
ORD100684,2024-04-02,CUST1034,Yoga Mat,Sports,North,Credit Card,Same Day,1,7819.71,0.2,6255.76,426.74,4.1,Delivered
ORD100703,2024-04-03,CUST1079,T-Shirt,Fashion,West,Debit Card,Standard,1,1266.42,0.1,1139.78,207.25,4.8,Delivered
ORD100261,2024-04-03,CUST1304,Air Fryer,Home & Kitchen,Central,Credit Card,Standard,1,9394.44,0.25,7045.83,-764.98,4.0,Delivered
ORD101192,2024-04-03,CUST1595,Hair Dryer,Beauty,North,UPI,Standard,1,4774.67,0.05,4535.94,976.25,3.2,Delivered
ORD101432,2024-04-03,CUST1540,Face Serum,Beauty,Central,UPI,Standard,3,4318.89,0.05,12308.85,1797.21,3.8,Delivered
ORD102533,2024-04-03,CUST1569,Laptop Stand,Electronics,East,Debit Card,Express,2,15704.4,0.25,23556.61,692.64,5.0,Delivered
ORD103256,2024-04-04,CUST1316,Perfume,Beauty,Central,COD,Same Day,1,6326.25,0.05,6009.94,1390.61,3.8,Delivered
ORD101615,2024-04-04,CUST1158,Cricket Bat,Sports,West,COD,Standard,2,1319.86,0.05,2507.73,558.13,4.0,Delivered
ORD102804,2024-04-04,CUST1181,Skincare Kit,Beauty,South,UPI,Same Day,1,5081.74,0.0,5081.74,1570.18,4.0,Returned
ORD101031,2024-04-04,CUST1076,Coffee Maker,Home & Kitchen,South,Debit Card,Standard,1,16409.17,0.0,16409.17,5458.02,3.1,Delivered
ORD102449,2024-04-04,CUST1304,Casual Sneakers,Fashion,South,Credit Card,Standard,2,8164.41,0.1,14695.94,2783.18,3.8,Delivered
ORD100907,2024-04-04,CUST1112,Mixer Grinder,Home & Kitchen,Central,Net Banking,Standard,1,8446.88,0.2,6757.51,362.77,4.0,Delivered
ORD102050,2024-04-04,CUST1362,Air Fryer,Home & Kitchen,North,Credit Card,Same Day,1,13457.65,0.05,12784.77,3140.44,3.7,Delivered
ORD102102,2024-04-04,CUST1006,Football,Sports,East,Credit Card,Express,2,11953.43,0.25,17930.14,231.37,4.1,Delivered
ORD103195,2024-04-05,CUST1354,Cookware Set,Home & Kitchen,Central,Credit Card,Standard,2,10003.36,0.2,16005.38,450.3,4.5,Delivered
ORD103051,2024-04-05,CUST1492,Laptop Stand,Electronics,North,Net Banking,Standard,5,28935.73,0.05,137444.72,29623.43,4.4,Delivered
ORD100543,2024-04-05,CUST1066,Football,Sports,Central,UPI,Standard,1,3622.61,0.05,3441.48,454.52,3.6,Delivered
ORD100258,2024-04-05,CUST1049,Resistance Bands,Sports,West,Net Banking,Same Day,1,3295.34,0.05,3130.57,1074.31,3.4,Delivered
ORD102369,2024-04-05,CUST1401,Laptop Stand,Electronics,West,COD,Standard,1,31696.31,0.15,26941.87,3626.98,5.0,Delivered
ORD102930,2024-04-05,CUST1512,Cookware Set,Home & Kitchen,North,Debit Card,Standard,3,5710.58,0.05,16275.16,5005.03,3.0,Delivered
ORD100410,2024-04-05,CUST1140,Running Shoes,Fashion,West,Credit Card,Same Day,5,6882.98,0.1,30973.42,5018.94,4.9,Delivered
ORD103096,2024-04-05,CUST1518,Smart Watch,Electronics,North,Net Banking,Standard,3,50655.31,0.05,144367.63,52847.62,3.7,Delivered
ORD103288,2024-04-05,CUST1149,Hair Dryer,Beauty,East,COD,Express,3,6857.86,0.05,19544.91,3990.62,4.0,Delivered
ORD102477,2024-04-06,CUST1097,Cookware Set,Home & Kitchen,West,UPI,Standard,1,6158.19,0.1,5542.37,2122.68,4.7,Delivered
ORD102031,2024-04-06,CUST1567,Makeup Set,Beauty,Central,UPI,Standard,3,5731.92,0.05,16335.97,3278.43,3.4,Delivered
ORD100229,2024-04-06,CUST1384,Perfume,Beauty,Central,Debit Card,Standard,1,3369.27,0.05,3200.81,1078.08,4.8,Delivered
ORD102367,2024-04-06,CUST1530,Skincare Kit,Beauty,West,COD,Express,1,1733.61,0.1,1560.24,231.96,4.0,Delivered
ORD100760,2024-04-06,CUST1136,Cricket Bat,Sports,South,COD,Standard,1,8458.84,0.0,8458.84,2317.23,4.4,Returned
ORD102247,2024-04-06,CUST1150,Resistance Bands,Sports,South,Net Banking,Standard,3,4776.69,0.15,12180.57,2213.99,4.4,Delivered
ORD100660,2024-04-06,CUST1242,Casual Sneakers,Fashion,East,Credit Card,Standard,1,7157.26,0.2,5725.81,-66.99,3.7,Delivered
ORD102146,2024-04-06,CUST1528,Denim Jacket,Fashion,South,Credit Card,Express,1,7927.35,0.0,7927.35,1812.59,4.7,Delivered
ORD103087,2024-04-06,CUST1295,Dumbbells,Sports,Central,Credit Card,Standard,2,7313.97,0.05,13896.54,2890.04,4.2,Delivered
ORD101882,2024-04-07,CUST1234,Perfume,Beauty,West,Credit Card,Express,1,3098.18,0.05,2943.27,1041.3,4.0,Delivered
ORD101701,2024-04-07,CUST1247,Smart Watch,Electronics,East,Credit Card,Express,1,29770.56,0.0,29770.56,8996.82,4.3,Delivered
ORD101173,2024-04-07,CUST1521,Air Fryer,Home & Kitchen,East,Net Banking,Standard,1,11730.68,0.25,8798.01,1965.86,5.0,Delivered
ORD102274,2024-04-07,CUST1296,Wireless Headphones,Electronics,West,UPI,Same Day,1,1758.23,0.05,1670.31,584.24,3.9,Delivered
ORD101404,2024-04-07,CUST1114,Skincare Kit,Beauty,Central,COD,Standard,1,2968.23,0.05,2819.82,331.8,2.9,Delivered
ORD100250,2024-04-08,CUST1350,Laptop Stand,Electronics,East,Credit Card,Express,1,26062.87,0.0,26062.87,9725.9,3.8,Delivered
ORD100348,2024-04-08,CUST1445,Laptop Stand,Electronics,South,Debit Card,Express,1,6104.65,0.2,4883.72,916.82,3.5,Delivered
ORD101885,2024-04-08,CUST1526,Skincare Kit,Beauty,North,UPI,Standard,1,6288.95,0.2,5031.16,-84.34,3.0,Delivered
ORD101105,2024-04-08,CUST1283,Cookware Set,Home & Kitchen,North,COD,Express,3,1326.95,0.05,3781.79,765.11,4.0,Delivered
ORD102482,2024-04-08,CUST1557,Makeup Set,Beauty,Central,UPI,Standard,4,4897.73,0.0,19590.9,7273.48,3.3,Delivered
ORD100391,2024-04-08,CUST1556,Denim Jacket,Fashion,North,Credit Card,Standard,2,3849.09,0.15,6543.45,1378.08,3.8,Delivered
ORD102380,2024-04-08,CUST1094,Cookware Set,Home & Kitchen,East,Net Banking,Standard,2,2541.06,0.0,5082.12,1962.24,3.9,Delivered
ORD100563,2024-04-09,CUST1310,Casual Sneakers,Fashion,East,Net Banking,Standard,1,3809.89,0.0,3809.89,1612.72,4.2,Delivered
ORD101638,2024-04-09,CUST1049,Bluetooth Speaker,Electronics,East,COD,Express,1,3982.2,0.1,3583.98,993.45,4.1,Delivered
ORD102925,2024-04-09,CUST1475,Bluetooth Speaker,Electronics,Central,Net Banking,Same Day,2,36167.99,0.05,68719.19,23174.09,3.7,Delivered
ORD103086,2024-04-09,CUST1328,Wireless Headphones,Electronics,West,UPI,Express,1,9528.01,0.0,9528.01,3315.53,4.9,Delivered
ORD101928,2024-04-09,CUST1018,Resistance Bands,Sports,South,Net Banking,Standard,1,4875.95,0.05,4632.15,1174.02,3.7,Delivered
ORD102612,2024-04-09,CUST1277,Cookware Set,Home & Kitchen,West,Net Banking,Standard,3,6682.28,0.05,19044.5,2678.08,3.3,Delivered
ORD100468,2024-04-09,CUST1354,Mixer Grinder,Home & Kitchen,West,Debit Card,Standard,3,5922.9,0.2,14214.95,2382.34,4.5,Delivered
ORD100022,2024-04-09,CUST1497,Smart Watch,Electronics,South,Debit Card,Standard,1,34640.83,0.2,27712.67,8424.25,4.2,Delivered
ORD100911,2024-04-10,CUST1353,Bluetooth Speaker,Electronics,North,COD,Standard,2,34807.96,0.2,55692.73,16464.37,3.7,Delivered
ORD100634,2024-04-10,CUST1593,Denim Jacket,Fashion,North,Credit Card,Same Day,1,8707.43,0.2,6965.95,230.92,4.0,Delivered
ORD103098,2024-04-10,CUST1080,Laptop Stand,Electronics,North,Debit Card,Standard,2,43224.28,0.05,82126.14,26255.58,2.5,Delivered
ORD102384,2024-04-10,CUST1079,T-Shirt,Fashion,East,Credit Card,Standard,4,3163.65,0.0,12654.58,2304.31,3.5,Delivered
ORD101890,2024-04-11,CUST1108,Casual Sneakers,Fashion,West,Debit Card,Standard,2,3009.22,0.2,4814.76,219.81,3.7,Delivered
ORD103289,2024-04-11,CUST1445,Skincare Kit,Beauty,North,UPI,Same Day,1,2927.14,0.1,2634.43,245.53,4.7,Delivered
ORD101797,2024-04-11,CUST1399,Power Bank,Electronics,West,Credit Card,Same Day,2,30703.44,0.05,58336.53,16679.17,3.0,Delivered
ORD101431,2024-04-11,CUST1441,Backpack,Fashion,North,Credit Card,Standard,3,5404.66,0.0,16213.98,4950.22,4.4,Delivered
ORD102928,2024-04-11,CUST1405,Cookware Set,Home & Kitchen,West,Debit Card,Express,3,11303.58,0.15,28824.13,5548.81,3.9,Delivered
ORD102740,2024-04-11,CUST1391,Backpack,Fashion,East,COD,Same Day,3,7352.72,0.1,19852.34,6566.67,4.0,Delivered
ORD101662,2024-04-11,CUST1173,Smart Watch,Electronics,Central,COD,Same Day,3,16403.52,0.0,49210.57,21091.13,3.1,Delivered
ORD102673,2024-04-12,CUST1124,Cookware Set,Home & Kitchen,East,Debit Card,Standard,4,7803.85,0.0,31215.4,13706.35,3.9,Delivered
ORD102943,2024-04-12,CUST1488,Hair Dryer,Beauty,East,UPI,Standard,1,3959.81,0.25,2969.86,570.93,4.0,Delivered
ORD101344,2024-04-12,CUST1451,Storage Organizer,Home & Kitchen,Central,COD,Express,1,5782.37,0.2,4625.89,320.76,4.4,Delivered
ORD103358,2024-04-12,CUST1257,Laptop Stand,Electronics,West,Debit Card,Standard,3,8748.26,0.0,26244.77,10249.68,3.3,Delivered
ORD101325,2024-04-12,CUST1251,Mixer Grinder,Home & Kitchen,North,UPI,Express,5,10119.44,0.0,50597.19,16398.7,4.1,Delivered
ORD101959,2024-04-12,CUST1536,Power Bank,Electronics,West,COD,Standard,3,17394.44,0.15,44355.81,2051.56,3.1,Delivered
ORD100252,2024-04-12,CUST1577,Coffee Maker,Home & Kitchen,Central,Net Banking,Standard,3,17058.22,0.15,43498.45,12625.69,3.1,Cancelled
ORD103255,2024-04-13,CUST1550,Laptop Stand,Electronics,South,Net Banking,Express,1,18482.97,0.0,18482.97,6909.91,4.1,Delivered
ORD102809,2024-04-13,CUST1112,Makeup Set,Beauty,West,UPI,Standard,4,1740.76,0.0,6963.04,2013.35,4.7,Delivered
ORD101533,2024-04-13,CUST1088,T-Shirt,Fashion,Central,Debit Card,Standard,1,7490.53,0.1,6741.47,2232.48,3.1,Returned
ORD102070,2024-04-13,CUST1458,Bluetooth Speaker,Electronics,North,UPI,Express,2,54239.0,0.05,103054.09,43358.38,2.9,Delivered
ORD103044,2024-04-13,CUST1104,Cookware Set,Home & Kitchen,South,Net Banking,Same Day,4,2427.69,0.0,9710.75,1764.06,3.6,Delivered
ORD101650,2024-04-13,CUST1096,T-Shirt,Fashion,South,Credit Card,Standard,3,3524.83,0.0,10574.48,3197.91,5.0,Delivered
ORD102737,2024-04-13,CUST1163,Casual Sneakers,Fashion,North,Credit Card,Standard,1,8959.31,0.0,8959.31,2285.89,3.1,Delivered
ORD103393,2024-04-13,CUST1408,Smart Watch,Electronics,East,Credit Card,Standard,5,47253.97,0.15,200829.39,36122.08,3.3,Delivered
ORD100071,2024-04-13,CUST1506,Wireless Headphones,Electronics,North,UPI,Standard,1,10754.96,0.0,10754.96,2915.54,4.0,Delivered
ORD101177,2024-04-14,CUST1341,Bluetooth Speaker,Electronics,East,COD,Standard,1,9637.72,0.15,8192.06,1461.34,4.2,Delivered
ORD101522,2024-04-14,CUST1410,Cricket Bat,Sports,Central,Net Banking,Express,2,8102.34,0.0,16204.69,3143.62,4.0,Delivered
ORD103193,2024-04-14,CUST1478,Perfume,Beauty,East,UPI,Standard,3,6077.93,0.25,13675.34,-1468.23,4.3,Delivered
ORD102219,2024-04-15,CUST1275,Power Bank,Electronics,North,Credit Card,Same Day,1,17492.27,0.15,14868.43,3540.22,5.0,Delivered
ORD102860,2024-04-15,CUST1375,Mixer Grinder,Home & Kitchen,North,Debit Card,Standard,1,839.74,0.15,713.78,243.26,4.2,Delivered
ORD102553,2024-04-15,CUST1161,Power Bank,Electronics,North,Credit Card,Standard,1,5335.63,0.15,4535.29,946.2,4.0,Delivered
ORD102391,2024-04-15,CUST1251,Casual Sneakers,Fashion,Central,COD,Express,1,6877.75,0.0,6877.75,1793.81,4.6,Delivered
ORD102992,2024-04-15,CUST1178,Perfume,Beauty,South,Debit Card,Standard,3,2730.51,0.05,7781.96,2121.13,5.0,Delivered
ORD103294,2024-04-15,CUST1438,T-Shirt,Fashion,North,Net Banking,Express,2,1093.6,0.0,2187.2,549.16,4.2,Delivered
ORD101112,2024-04-15,CUST1472,Running Shoes,Fashion,Central,Credit Card,Standard,1,3921.76,0.2,3137.41,-6.27,4.0,Delivered
ORD100522,2024-04-15,CUST1326,Cookware Set,Home & Kitchen,East,COD,Express,1,3988.6,0.15,3390.31,1157.06,4.8,Returned
ORD100887,2024-04-15,CUST1036,Laptop Stand,Electronics,North,Debit Card,Standard,2,17734.45,0.2,28375.11,7826.45,2.6,Delivered
ORD102889,2024-04-16,CUST1389,Wireless Headphones,Electronics,Central,Credit Card,Standard,1,29510.82,0.0,29510.82,7071.03,3.1,Delivered
ORD103257,2024-04-16,CUST1273,Football,Sports,South,Credit Card,Express,3,6858.14,0.25,15430.81,-112.32,3.9,Delivered
ORD102465,2024-04-16,CUST1060,Wireless Headphones,Electronics,South,COD,Standard,3,36009.12,0.05,102626.01,23943.22,4.7,Delivered
ORD101114,2024-04-16,CUST1337,Cookware Set,Home & Kitchen,North,Credit Card,Standard,2,10174.15,0.2,16278.65,-106.15,4.2,Delivered
ORD103181,2024-04-16,CUST1205,Cricket Bat,Sports,West,Debit Card,Express,2,9121.57,0.0,18243.13,4510.59,3.9,Delivered
ORD100051,2024-04-16,CUST1314,Casual Sneakers,Fashion,South,Debit Card,Standard,1,1556.65,0.0,1556.65,684.3,3.8,Delivered
ORD100542,2024-04-16,CUST1456,Power Bank,Electronics,West,Debit Card,Standard,1,31616.09,0.1,28454.48,2419.19,3.6,Delivered
ORD102850,2024-04-16,CUST1205,Perfume,Beauty,South,COD,Express,1,5951.07,0.1,5355.96,827.8,4.7,Returned
ORD101769,2024-04-17,CUST1313,T-Shirt,Fashion,North,UPI,Express,2,649.63,0.0,1299.25,471.16,5.0,Delivered
ORD100397,2024-04-17,CUST1011,Coffee Maker,Home & Kitchen,South,COD,Standard,1,3111.64,0.2,2489.32,-56.53,3.7,Delivered
ORD103152,2024-04-17,CUST1560,Running Shoes,Fashion,North,Debit Card,Standard,4,8494.51,0.1,30580.24,11787.25,3.1,Delivered
ORD100992,2024-04-17,CUST1418,Cricket Bat,Sports,North,Debit Card,Same Day,2,632.9,0.25,949.35,86.39,5.0,Delivered
ORD100837,2024-04-18,CUST1197,Smart Watch,Electronics,West,COD,Standard,3,38533.19,0.2,92479.64,24950.04,4.8,Delivered
ORD102510,2024-04-18,CUST1238,Hair Dryer,Beauty,East,Net Banking,Standard,3,3252.13,0.1,8780.74,1892.14,4.2,Delivered
ORD102744,2024-04-18,CUST1482,Smart Watch,Electronics,West,Debit Card,Express,1,40301.08,0.05,38286.02,14076.15,4.1,Delivered
ORD103023,2024-04-18,CUST1418,Smart Watch,Electronics,Central,Credit Card,Express,1,12183.75,0.05,11574.56,2539.84,3.4,Delivered
ORD101786,2024-04-18,CUST1173,Face Serum,Beauty,West,COD,Same Day,1,4918.07,0.05,4672.16,860.37,2.2,Delivered
ORD102812,2024-04-18,CUST1028,Dumbbells,Sports,West,UPI,Standard,1,6026.39,0.2,4821.11,413.09,4.2,Delivered
ORD103039,2024-04-18,CUST1085,Perfume,Beauty,East,UPI,Standard,1,487.53,0.0,487.53,210.71,4.5,Delivered
ORD102093,2024-04-18,CUST1377,Bluetooth Speaker,Electronics,South,Debit Card,Standard,1,16659.15,0.15,14160.28,2776.84,5.0,Delivered
ORD100425,2024-04-19,CUST1344,Backpack,Fashion,North,Debit Card,Standard,2,3975.17,0.15,6757.78,2013.21,4.0,Delivered
ORD103287,2024-04-19,CUST1018,Face Serum,Beauty,Central,Credit Card,Standard,2,2513.45,0.0,5026.9,1817.15,4.8,Delivered
ORD101084,2024-04-19,CUST1353,Backpack,Fashion,North,Credit Card,Standard,1,4016.24,0.1,3614.61,1233.81,4.1,Delivered
ORD102814,2024-04-19,CUST1512,Running Shoes,Fashion,Central,COD,Standard,1,8447.91,0.25,6335.93,-661.32,3.1,Delivered
ORD100101,2024-04-19,CUST1367,Laptop Stand,Electronics,South,COD,Standard,1,13955.31,0.0,13955.31,3400.97,2.9,Delivered
ORD101703,2024-04-19,CUST1401,Coffee Maker,Home & Kitchen,South,Debit Card,Express,2,11516.62,0.0,23033.24,6571.25,4.7,Delivered
ORD100338,2024-04-20,CUST1576,Face Serum,Beauty,North,Net Banking,Standard,3,3601.11,0.1,9723.01,3751.32,3.4,Returned
ORD101363,2024-04-20,CUST1432,Hair Dryer,Beauty,South,Credit Card,Express,2,6030.89,0.05,11458.68,1543.08,3.5,Delivered
ORD101795,2024-04-20,CUST1480,Denim Jacket,Fashion,East,Net Banking,Standard,1,2804.25,0.15,2383.61,48.81,4.0,Delivered
ORD100652,2024-04-20,CUST1548,Air Fryer,Home & Kitchen,East,Net Banking,Express,1,1408.3,0.1,1267.47,430.06,3.9,Delivered
ORD100663,2024-04-20,CUST1121,Mixer Grinder,Home & Kitchen,Central,Credit Card,Same Day,2,14038.27,0.0,28076.53,11225.35,3.8,Delivered
ORD102115,2024-04-20,CUST1439,Wireless Headphones,Electronics,Central,COD,Express,4,16017.23,0.0,64068.93,28781.88,4.3,Delivered
ORD102348,2024-04-20,CUST1363,Bluetooth Speaker,Electronics,West,Debit Card,Standard,1,39778.16,0.05,37789.25,11311.92,3.5,Cancelled
ORD100008,2024-04-20,CUST1035,Backpack,Fashion,North,COD,Standard,2,7157.96,0.2,11452.74,739.99,4.4,Delivered
ORD102899,2024-04-20,CUST1560,Makeup Set,Beauty,Central,Debit Card,Same Day,1,3897.57,0.25,2923.18,454.1,3.9,Delivered
ORD100223,2024-04-20,CUST1597,Storage Organizer,Home & Kitchen,North,Credit Card,Standard,4,5816.07,0.1,20937.87,4344.18,4.1,Delivered
ORD100871,2024-04-20,CUST1102,Wireless Headphones,Electronics,North,Credit Card,Standard,4,13283.37,0.0,53133.46,18000.97,3.9,Delivered
ORD101739,2024-04-21,CUST1542,Backpack,Fashion,West,COD,Standard,1,5759.13,0.1,5183.21,1257.29,5.0,Delivered
ORD102772,2024-04-21,CUST1343,Denim Jacket,Fashion,West,Net Banking,Express,1,418.21,0.1,376.39,136.91,3.3,Delivered
ORD102764,2024-04-21,CUST1324,Storage Organizer,Home & Kitchen,East,Debit Card,Standard,1,12617.55,0.1,11355.8,2038.25,4.0,Delivered
ORD102642,2024-04-21,CUST1319,Laptop Stand,Electronics,Central,Credit Card,Standard,4,31758.96,0.15,107980.45,2022.61,4.7,Delivered
ORD102495,2024-04-22,CUST1127,Mixer Grinder,Home & Kitchen,North,Credit Card,Express,1,14716.02,0.2,11772.81,1715.28,4.2,Delivered
ORD102869,2024-04-22,CUST1035,Skincare Kit,Beauty,Central,COD,Standard,2,3012.1,0.25,4518.16,9.52,4.7,Delivered
ORD103078,2024-04-22,CUST1080,Yoga Mat,Sports,West,COD,Express,1,1489.11,0.1,1340.2,222.57,3.9,Delivered
ORD101473,2024-04-23,CUST1464,Football,Sports,North,Debit Card,Express,1,1755.08,0.1,1579.57,192.4,4.3,Delivered
ORD103432,2024-04-23,CUST1043,T-Shirt,Fashion,South,Net Banking,Standard,1,7378.61,0.0,7378.61,1251.95,4.2,Delivered
ORD102473,2024-04-23,CUST1037,Yoga Mat,Sports,North,COD,Express,4,9211.87,0.1,33162.73,10555.42,4.1,Delivered
ORD101871,2024-04-23,CUST1444,Football,Sports,Central,Debit Card,Standard,2,11434.5,0.0,22869.01,5196.34,3.6,Returned
ORD101939,2024-04-23,CUST1334,Smart Watch,Electronics,Central,Net Banking,Express,1,12739.35,0.0,12739.35,4810.7,3.9,Delivered
ORD102359,2024-04-23,CUST1419,Air Fryer,Home & Kitchen,North,UPI,Same Day,1,5306.95,0.15,4510.91,356.03,4.1,Delivered
ORD100734,2024-04-23,CUST1156,Wireless Headphones,Electronics,Central,Credit Card,Standard,3,35647.58,0.0,106942.74,24276.35,3.0,Delivered
ORD103241,2024-04-23,CUST1536,Cookware Set,Home & Kitchen,North,UPI,Standard,1,17827.65,0.1,16044.89,5350.53,4.1,Delivered
ORD101071,2024-04-24,CUST1057,Football,Sports,East,COD,Standard,1,7527.57,0.05,7151.2,1225.51,4.3,Delivered
ORD102522,2024-04-24,CUST1191,Power Bank,Electronics,North,COD,Standard,1,14177.63,0.2,11342.1,857.22,3.3,Returned
ORD102276,2024-04-24,CUST1239,Makeup Set,Beauty,Central,UPI,Same Day,3,2327.03,0.1,6282.97,1305.32,3.3,Cancelled
ORD103240,2024-04-24,CUST1002,Denim Jacket,Fashion,South,Net Banking,Express,3,4564.74,0.05,13009.5,1607.01,3.1,Delivered
ORD101988,2024-04-25,CUST1517,Mixer Grinder,Home & Kitchen,North,Debit Card,Express,1,2944.92,0.05,2797.67,332.45,4.1,Delivered
ORD103327,2024-04-25,CUST1033,Dumbbells,Sports,North,Net Banking,Standard,3,9934.72,0.05,28313.94,3907.15,4.3,Delivered
ORD103296,2024-04-25,CUST1046,Makeup Set,Beauty,West,COD,Express,2,5069.82,0.2,8111.71,2126.41,4.2,Delivered
ORD101744,2024-04-25,CUST1211,Air Fryer,Home & Kitchen,East,COD,Standard,4,10983.75,0.1,39541.49,10372.71,3.2,Delivered
ORD101987,2024-04-25,CUST1459,Laptop Stand,Electronics,Central,Credit Card,Express,1,37049.87,0.15,31492.39,7193.45,3.7,Delivered
ORD103231,2024-04-26,CUST1199,Running Shoes,Fashion,West,UPI,Standard,1,2869.7,0.2,2295.76,-9.13,2.9,Delivered
ORD102443,2024-04-26,CUST1391,Makeup Set,Beauty,South,Debit Card,Standard,1,2558.41,0.05,2430.49,464.49,3.9,Delivered
ORD101709,2024-04-26,CUST1019,Laptop Stand,Electronics,South,Debit Card,Standard,1,52827.91,0.15,44903.72,2690.64,3.4,Delivered
ORD103017,2024-04-27,CUST1340,Denim Jacket,Fashion,West,Net Banking,Standard,1,8659.85,0.1,7793.86,2091.51,3.8,Delivered
ORD102733,2024-04-27,CUST1096,Bluetooth Speaker,Electronics,North,UPI,Express,1,34164.16,0.1,30747.74,9082.57,4.0,Delivered
ORD102601,2024-04-27,CUST1532,Bluetooth Speaker,Electronics,North,Net Banking,Express,2,53862.51,0.0,107725.03,24179.45,3.3,Delivered
ORD102664,2024-04-27,CUST1150,Football,Sports,North,COD,Standard,1,6260.72,0.05,5947.68,1776.92,3.6,Delivered
ORD103178,2024-04-27,CUST1542,Laptop Stand,Electronics,South,Net Banking,Standard,5,33316.92,0.05,158255.38,19064.55,4.4,Delivered
ORD102469,2024-04-27,CUST1040,Skincare Kit,Beauty,South,COD,Standard,2,1782.98,0.05,3387.66,1310.64,4.1,Returned
ORD102838,2024-04-27,CUST1482,Bluetooth Speaker,Electronics,Central,Debit Card,Standard,2,32747.35,0.1,58945.23,6533.72,3.7,Delivered
ORD100141,2024-04-27,CUST1557,Laptop Stand,Electronics,West,Debit Card,Standard,4,52262.62,0.2,167240.37,33102.14,2.7,Delivered
ORD101394,2024-04-27,CUST1290,Running Shoes,Fashion,North,UPI,Standard,2,8154.21,0.15,13862.16,700.92,3.7,Returned
ORD102461,2024-04-27,CUST1369,Power Bank,Electronics,North,COD,Express,5,10757.66,0.05,51098.88,8620.98,4.0,Delivered
ORD103475,2024-04-28,CUST1448,Smart Watch,Electronics,North,UPI,Standard,1,44034.05,0.1,39630.65,13337.36,5.0,Delivered
ORD101581,2024-04-28,CUST1305,Casual Sneakers,Fashion,South,COD,Standard,3,2227.91,0.1,6015.35,1146.71,3.7,Delivered
ORD102552,2024-04-28,CUST1234,Face Serum,Beauty,West,COD,Standard,1,5797.91,0.0,5797.91,1087.81,3.0,Delivered
ORD102357,2024-04-29,CUST1220,Running Shoes,Fashion,West,Debit Card,Standard,2,6851.12,0.0,13702.23,6072.58,3.9,Returned
ORD100963,2024-04-29,CUST1394,Resistance Bands,Sports,West,UPI,Standard,1,5861.35,0.2,4689.08,88.94,2.9,Delivered
ORD100902,2024-04-29,CUST1240,Bluetooth Speaker,Electronics,Central,COD,Standard,2,6680.59,0.05,12693.12,3249.61,3.6,Delivered
ORD102193,2024-04-29,CUST1140,Dumbbells,Sports,South,UPI,Standard,1,6278.01,0.15,5336.3,356.48,4.4,Delivered
ORD102873,2024-04-29,CUST1437,Hair Dryer,Beauty,South,COD,Express,1,3381.87,0.15,2874.59,644.94,4.5,Delivered
ORD102393,2024-04-30,CUST1195,Makeup Set,Beauty,North,Net Banking,Express,1,3463.05,0.15,2943.59,92.5,3.8,Delivered
ORD101354,2024-04-30,CUST1034,Smart Watch,Electronics,East,COD,Standard,3,43487.68,0.1,117416.73,36042.58,3.5,Delivered
