Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST1453,37,5,27876.280000000002,4,3,1,8,Potential Loyalists
CUST1454,17,9,140943.55,5,5,4,14,Champions
CUST1455,35,8,158876.67,4,5,4,13,Champions
CUST1456,21,10,192653.22,4,5,5,14,Champions
CUST1457,20,6,141506.94999999998,5,3,4,12,Loyal Customers
CUST1458,17,9,218465.22999999998,5,5,5,15,Champions
CUST1459,25,10,200847.02,4,5,5,14,Champions
CUST1460,2,4,85805.0,5,2,3,10,Loyal Customers
CUST1461,77,5,129105.8,3,3,4,10,Loyal Customers
CUST1462,42,3,81600.57,4,1,3,8,Potential Loyalists
CUST1463,5,8,162939.55,5,5,4,14,Champions
CUST1464,63,5,127832.87,3,3,4,10,Loyal Customers
CUST1465,27,5,129258.06000000001,4,3,4,11,Loyal Customers
CUST1466,252,2,54890.22,1,1,2,4,Lost / Hibernating
CUST1467,54,4,33766.799999999996,3,2,1,6,At Risk
CUST1469,19,5,68575.74,5,3,2,10,Loyal Customers
CUST1470,8,7,137565.35,5,4,4,13,Champions
CUST1471,40,4,181036.07,4,2,5,11,Loyal Customers
CUST1472,92,4,52228.59,2,2,2,6,At Risk
CUST1473,139,7,171339.85,2,4,5,11,Loyal Customers
CUST1474,18,6,61677.75,5,3,2,10,Loyal Customers
CUST1475,69,6,114157.89,3,3,3,9,Potential Loyalists
CUST1476,58,3,23436.86,3,1,1,5,Lost / Hibernating
CUST1477,36,4,123215.01000000001,4,2,4,10,Loyal Customers
CUST1478,18,4,172599.24000000002,5,2,5,12,Loyal Customers
CUST1479,22,4,95452.29000000001,4,2,3,9,Potential Loyalists
CUST1480,112,11,86136.48999999999,2,5,3,10,Loyal Customers
CUST1481,13,8,468757.08,5,5,5,15,Champions
CUST1482,150,7,160793.46,2,4,4,10,Loyal Customers
CUST1483,195,2,18982.07,1,1,1,3,Lost / Hibernating
CUST1484,26,7,163496.38,4,4,4,12,Loyal Customers
CUST1485,116,11,112577.5,2,5,3,10,Loyal Customers
CUST1486,280,1,90564.6,1,1,3,5,Lost / Hibernating
CUST1487,233,3,36870.83,1,1,1,3,Lost / Hibernating
CUST1488,166,7,169708.87,1,4,5,10,Loyal Customers
CUST1489,69,2,7929.870000000001,3,1,1,5,Lost / Hibernating
CUST1490,7,10,139362.95,5,5,4,14,Champions
CUST1491,34,4,71878.26,4,2,2,8,Potential Loyalists
CUST1492,61,6,223589.1,3,3,5,11,Loyal Customers
CUST1493,153,2,5988.950000000001,1,1,1,3,Lost / Hibernating
CUST1494,372,5,66220.23,1,3,2,6,At Risk
CUST1495,39,6,96694.36,4,3,3,10,Loyal Customers
CUST1496,85,6,55316.39,2,3,2,7,At Risk
CUST1497,91,10,123775.54999999999,2,5,4,11,Loyal Customers
CUST1498,125,7,190580.99,2,4,5,11,Loyal Customers
CUST1499,97,3,31380.309999999998,2,1,1,4,Lost / Hibernating
CUST1500,80,5,88610.07,3,3,3,9,Potential Loyalists
CUST1501,45,5,70326.07,3,3,2,8,Potential Loyalists
CUST1502,156,8,93514.94,1,5,3,9,Potential Loyalists
CUST1503,36,8,187644.31,4,5,5,14,Champions
CUST1504,316,1,7410.36,1,1,1,3,Lost / Hibernating
CUST1505,129,3,16631.17,2,1,1,4,Lost / Hibernating
CUST1506,34,8,93164.94,4,5,3,12,Loyal Customers
CUST1507,5,5,41905.09,5,3,1,9,Potential Loyalists
CUST1508,233,6,93376.65000000001,1,3,3,7,At Risk
CUST1509,42,4,17083.7,4,2,1,7,At Risk
CUST1510,10,7,196720.45,5,4,5,14,Champions
CUST1511,73,11,164903.84,3,5,5,13,Champions
CUST1512,19,5,83396.15000000001,5,3,3,11,Loyal Customers
CUST1513,32,7,73425.28,4,4,2,10,Loyal Customers
CUST1514,56,5,120742.84999999999,3,3,4,10,Loyal Customers
CUST1515,67,2,19967.670000000002,3,1,1,5,Lost / Hibernating
CUST1516,46,7,271090.91000000003,3,4,5,12,Loyal Customers
CUST1517,27,7,52242.89,4,4,2,10,Loyal Customers
CUST1518,22,7,227703.96000000002,4,4,5,13,Champions
CUST1519,17,7,312657.76,5,4,5,14,Champions
CUST1520,76,1,6970.21,3,1,1,5,Lost / Hibernating
CUST1521,149,6,36482.25,2,4,1,7,At Risk
CUST1522,43,6,107852.92000000001,4,4,3,11,Loyal Customers
CUST1523,77,3,31357.58,3,1,1,5,Lost / Hibernating
CUST1524,3,11,394028.89,5,5,5,15,Champions
CUST1525,226,3,25574.14,1,1,1,3,Lost / Hibernating
CUST1526,47,6,87812.32,3,4,3,10,Loyal Customers
CUST1527,31,3,46819.090000000004,4,1,2,7,At Risk
CUST1528,177,7,63872.81,1,4,2,7,At Risk
CUST1529,33,6,74062.83,4,4,2,10,Loyal Customers
CUST1530,59,8,129284.77,3,5,4,12,Loyal Customers
CUST1531,270,2,26925.28,1,1,1,3,Lost / Hibernating
CUST1532,9,6,171172.88999999998,5,4,5,14,Champions
CUST1533,5,7,192237.59999999998,5,4,5,14,Champions
CUST1534,44,3,28514.989999999998,3,1,1,5,Lost / Hibernating
CUST1535,44,2,125066.03,3,1,4,8,Potential Loyalists
CUST1536,112,8,169484.44,2,5,5,12,Loyal Customers
CUST1537,159,3,26013.739999999998,1,1,1,3,Lost / Hibernating
CUST1538,199,2,22415.19,1,1,1,3,Lost / Hibernating
CUST1539,136,6,146455.58000000002,2,4,4,10,Loyal Customers
CUST1540,88,4,52191.42,2,2,2,6,At Risk
CUST1541,107,6,69757.85,2,4,2,8,Potential Loyalists
CUST1542,149,6,184198.84,2,4,5,11,Loyal Customers
CUST1543,249,4,38401.62,1,2,1,4,Lost / Hibernating
CUST1544,165,5,162714.61,1,3,4,8,Potential Loyalists
CUST1545,67,2,38149.64,3,1,1,5,Lost / Hibernating
CUST1546,74,6,101311.87,3,4,3,10,Loyal Customers
CUST1547,125,3,9702.789999999999,2,1,1,4,Lost / Hibernating
CUST1548,61,7,205614.13999999998,3,4,5,12,Loyal Customers
CUST1549,48,8,207793.94,3,5,5,13,Champions
CUST1550,73,3,28423.960000000003,3,1,1,5,Lost / Hibernating
CUST1551,75,2,7423.42,3,1,1,5,Lost / Hibernating
CUST1552,98,10,147521.4,2,5,4,11,Loyal Customers
CUST1553,52,3,53134.62,3,1,2,6,At Risk
CUST1554,21,14,229446.4,4,5,5,14,Champions
CUST1555,68,6,190045.62,3,4,5,12,Loyal Customers
CUST1556,303,4,45710.33,1,2,2,5,Lost / Hibernating
CUST1557,108,10,427937.83999999997,2,5,5,12,Loyal Customers
CUST1558,33,11,206550.15,4,5,5,14,Champions
CUST1559,67,7,55651.85,3,4,2,9,Potential Loyalists
CUST1560,133,8,123341.35,2,5,4,11,Loyal Customers
CUST1561,1,4,55380.44,5,2,2,9,Potential Loyalists
CUST1562,139,1,6568.56,2,1,1,4,Lost / Hibernating
CUST1563,38,12,301319.91000000003,4,5,5,14,Champions
CUST1564,65,7,50259.68,3,4,2,9,Potential Loyalists
CUST1565,315,4,29122.08,1,2,1,4,Lost / Hibernating
CUST1566,244,4,80508.08,1,2,3,6,At Risk
CUST1567,42,10,378394.78,4,5,5,14,Champions
CUST1568,22,4,144992.57,4,2,4,10,Loyal Customers
CUST1569,57,5,94594.75,3,3,3,9,Potential Loyalists
CUST1570,220,5,38864.86,1,3,1,5,Lost / Hibernating
CUST1571,22,4,78975.99,4,2,3,9,Potential Loyalists
CUST1572,2,8,215033.03999999998,5,5,5,15,Champions
CUST1573,11,3,28462.42,5,1,1,7,At Risk
CUST1574,36,2,41302.33,4,1,1,6,At Risk
CUST1575,9,6,30556.2,5,4,1,10,Loyal Customers
CUST1576,5,7,145339.11,5,4,4,13,Champions
CUST1577,113,4,68827.41,2,2,2,6,At Risk
CUST1578,256,2,11553.619999999999,1,1,1,3,Lost / Hibernating
CUST1579,14,4,36394.54,5,2,1,8,Potential Loyalists
CUST1580,191,5,76385.92,1,3,3,7,At Risk
CUST1581,94,6,25688.4,2,4,1,7,At Risk
CUST1582,95,5,47129.520000000004,2,3,2,7,At Risk
CUST1583,172,8,138997.82,1,5,4,10,Loyal Customers
CUST1584,6,4,106688.91,5,2,3,10,Loyal Customers
CUST1585,63,5,29222.17,3,3,1,7,At Risk
CUST1586,28,6,249001.13,4,4,5,13,Champions
CUST1587,256,2,6435.0599999999995,1,1,1,3,Lost / Hibernating
CUST1588,30,5,19814.86,4,3,1,8,Potential Loyalists
CUST1589,35,6,105442.18000000001,4,4,3,11,Loyal Customers
CUST1590,90,2,85475.61,2,1,3,6,At Risk
CUST1591,87,4,20430.48,2,2,1,5,Lost / Hibernating
CUST1592,41,9,102952.77,4,5,3,12,Loyal Customers
CUST1593,87,8,131058.31999999999,2,5,4,11,Loyal Customers
CUST1594,147,4,158060.04,2,2,4,8,Potential Loyalists
CUST1595,26,13,278707.78,4,5,5,14,Champions
CUST1596,86,6,99317.53,2,4,3,9,Potential Loyalists
CUST1597,161,4,58621.18,1,2,2,5,Lost / Hibernating
CUST1598,307,4,44725.17,1,2,2,5,Lost / Hibernating
CUST1599,117,6,128755.2,2,4,4,10,Loyal Customers
CUST1600,98,5,80738.72,2,3,3,8,Potential Loyalists
